ename,etname
自动扶梯,物理工作成果
站台,空间
自动扶梯,物理工作成果
站厅,空间
自动扶梯,物理工作成果
站厅至地面上、下行,空间位置
中央空调,物理施工元素
地上车站,建筑
装配式支挡结构,抽象施工元素
支挡结构,抽象施工元素
加固措施,抽象施工元素
路基排水设施,抽象施工元素
坡面防护,行为(机器行为、人类行为)
沿河地段路基,物理施工元素
河水导流或改道等防护措施,抽象施工元素
沿河地段路基,物理施工元素
地面建筑合建式,抽象施工元素
地面出入口,空间位置
措施,抽象施工元素
地下出入口通道长度,属性名
26°34′倾角,属性值
乘客使用的楼梯,物理工作成果
远期列车编组数,属性名
每一侧数量,属性名
防淹措施,抽象施工元素
无障碍电梯井出地面部分,空间位置
动力系数,属性名
列车活载,属性名
车桥或风车桥系统,抽象施工元素
列车活载,属性名
板式橡胶支座,物理施工元素
梁,物理施工元素
无砟轨道结构,抽象施工元素
桥上轨道,空间
措施,抽象施工元素
高架结构,抽象施工元素
防水措施,抽象施工元素
封锚及接缝处,空间位置
抗震设计及设防,文件工作成果
有关规定,文件工作成果
地下水处理,行为(机器行为、人类行为)
设计,行为(机器行为、人类行为)
防治措施,抽象施工元素
设计,行为(机器行为、人类行为)
措施,抽象施工元素
地下结构,抽象施工元素
防锈处理,行为(机器行为、人类行为)
钢结构及钢连接件,物理施工元素
高水化热水泥,物理施工元素
混凝土,物理施工元素
高效减水剂,物理施工元素
混凝土,物理施工元素
优质粉煤灰,物理施工元素
混凝土,物理施工元素
磨细矿渣,物理施工元素
混凝土,物理施工元素
防腐蚀处理,行为(机器行为、人类行为)
表面,空间位置
技术措施,抽象施工元素
地下结构,抽象施工元素
工程自身风险,专有名词
地下结构,抽象施工元素
环境风险,专有名词
地下结构,抽象施工元素
防水措施,抽象施工元素
地下工程防水,行为(机器行为、人类行为)
限排,专有名词
结构,抽象施工元素
橡胶类材料,物理施工元素
接缝密封垫,物理施工元素
耐水压,效用(充当形容词)
接缝密封垫,物理施工元素
双道防水,行为(机器行为、人类行为)
沉管隧道管段接头,物理施工元素
无自爆,属性名
电气设备,物理施工元素
低损耗,属性名
电气设备,物理施工元素
低噪声,属性名
电气设备,物理施工元素
电源,物理施工元素
变电所,建筑
运行条件,文件工作成果
牵引整流机组,物理施工元素
停车检修,行为(机器行为、人类行为)
折返线,空间
主备两路电源,抽象施工元素
接触网供电,行为(机器行为、人类行为)
主电源,抽象施工元素
接触网,物理施工元素
备用电源,抽象施工元素
接触网,物理施工元素
电气连接,行为(机器行为、人类行为)
金属电缆支架,物理工作成果
接地,行为(机器行为、人类行为)
金属电缆支架,物理工作成果
抗电气干扰性能,属性名
通信系统设备,物理施工元素
防护层,属性名
通信主干电缆,物理施工元素
综合业务数字网络功能,属性名
公务电话系统,抽象施工元素
功能,行为(机器行为、人类行为)
视频监视系统,抽象施工元素
高可靠性,属性名
信号系统,抽象施工元素
高可用性,属性名
信号系统,抽象施工元素
高安全性,属性名
信号系统,抽象施工元素
处理,行为(机器行为、人类行为)
系统设备,物理施工元素
功能,属性名
自动售检票系统,抽象施工元素
信息提示,行为(机器行为、人类行为)
自动售检票系统,抽象施工元素
能力,专有名词
自动售检票系统设备,物理施工元素
空间,空间
设置,行为(机器行为、人类行为)
监控,专有名词
综合监控系统,抽象施工元素
管理,专有名词
综合监控系统,抽象施工元素
联动控制功能,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
监控,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
运营辅助管理功能,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
群组控制,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
模式控制,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
点动控制功能,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
监视,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
列车运行,行为(机器行为、人类行为)
列车自动监控子系统,抽象施工元素
设备状态自动监视功能,行为(机器行为、人类行为)
列车自动监控子系统,抽象施工元素
接入,行为(机器行为、人类行为)
综合监控系统软件,抽象施工元素
实时监控,行为(机器行为、人类行为)
综合监控系统,专有名词
事务数据管理,行为(机器行为、人类行为)
综合监控系统,专有名词
集成系统的监控和管理,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
时互联系统的监控,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
联动控制功能,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
运营辅助管理功能,专有名词
综合监控系统,抽象施工元素
监视,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
功能,属性名
列车自动监控子系统,抽象施工元素
接入,行为(机器行为、人类行为)
综合监控系统,抽象施工元素
安全性,属性名
乘客信息系统,抽象施工元素
可靠性,属性名
乘客信息系统,抽象施工元素
可扩充性,属性名
乘客信息系统,抽象施工元素
使用灵活性,属性名
乘客信息系统,抽象施工元素
完备的,属性名
乘客信息系统,抽象施工元素
中央监控管理级,属性值
组成,行为(机器行为、人类行为)
车站监控级,属性值
组成,行为(机器行为、人类行为)
现场控制级,属性值
组成,行为(机器行为、人类行为)
相关通信网络,物理工作成果
组成,行为(机器行为、人类行为)
通风、空调与供暖系统,抽象施工元素
监控对象,专有名词
给水与排水系统,抽象施工元素
监控对象,专有名词
应急电源(EPS),物理施工元素
监控对象,专有名词
不间断电源(UPS)系统,物理施工元素
监控对象,专有名词
照明系统,物理工作成果
监控对象,专有名词
乘客导向标识系统,抽象施工元素
监控对象,专有名词
自动扶梯,物理施工元素
监控对象,专有名词
电梯设备,物理施工元素
监控对象,专有名词
站台门,物理工作成果
监控对象,专有名词
防淹门系统,抽象施工元素
监控对象,专有名词
温、湿度等环境参数的监测,行为(机器行为、人类行为)
监控对象,专有名词
车站及区间机电设备监控,行为(机器行为、人类行为)
环境与设备监控系统,抽象施工元素
执行防灾及阻塞模式,行为(机器行为、人类行为)
环境与设备监控系统,抽象施工元素
车站环境监测,行为(机器行为、人类行为)
环境与设备监控系统,抽象施工元素
管理,行为(机器行为、人类行为)
环境与设备监控系统,抽象施工元素
系统用能计量,行为(机器行为、人类行为)
环境与设备监控系统,抽象施工元素
设备节能运行管理与控制,行为(机器行为、人类行为)
环境与设备监控系统,抽象施工元素
系统维护,行为(机器行为、人类行为)
环境与设备监控系统,抽象施工元素
功能,属性名
防灾和阻塞模式,专有名词
对环境参数进行统计,行为(机器行为、人类行为)
管理,行为(机器行为、人类行为)
能耗数据,专有名词
管理,行为(机器行为、人类行为)
统计,行为(机器行为、人类行为)
管理,行为(机器行为、人类行为)
功能,属性名
软件体系,专有名词
良好的,效用(充当形容词)
软件体系,专有名词
可用性,属性名
数据,专有名词
完整性,属性名
数据,专有名词
保密性,属性名
数据,专有名词
安全可靠性,属性名
布置,行为(机器行为、人类行为)
开放性,属性名
布置,行为(机器行为、人类行为)
灵活性,属性名
布置,行为(机器行为、人类行为)
可扩展性,属性名
布置,行为(机器行为、人类行为)
良好的,效用(充当形容词)
软件系统,抽象施工元素
不同方式,属性值
软件系统,抽象施工元素
与其他系统有一定的互连能力,属性名
软件系统,抽象施工元素
乘客被动式,属性值
乘客信息系统,物理工作成果
多媒体导乘信息获取,行为(机器行为、人类行为)
乘客信息系统,物理工作成果
主动式多媒体咨询,行为(机器行为、人类行为)
乘客信息系统,物理工作成果
查询,行为(机器行为、人类行为)
乘客信息系统,物理工作成果
全数字传输,行为(机器行为、人类行为)
乘客信息系统,物理施工元素
每个区域可独立控制,效用(充当形容词)
终端显示设备,物理工作成果
单独播出列表,行为(机器行为、人类行为)
终端显示设备,物理工作成果
车载控制器,工具
车载子系统,物理工作成果
车载无线客户端,工具
车载子系统,物理工作成果
图像存储设备,工具
车载子系统,物理工作成果
网络设备,工具
车载子系统,物理工作成果
客室终端显示屏,工具
车载子系统,物理工作成果
接收ATS,行为(机器行为、人类行为)
乘客信息系统,物理工作成果
接收ATS,行为(机器行为、人类行为)
信号系统接口,专有名词
列车,专有名词
乘客信息系统,物理工作成果
出入口监控,行为(机器行为、人类行为)
门禁系统,物理工作成果
安全管理,行为(机器行为、人类行为)
门禁系统,物理工作成果
7×24h,属性值
系统,抽象施工元素
7×24h,属性值
设备,工具
不间断电源,工具
系统,抽象施工元素
断电释放,行为(机器行为、人类行为)
电子锁,工具
通信,行为(机器行为、人类行为)
门禁系统,物理工作成果
综合监控(或安防),行为(机器行为、人类行为)
门禁系统,物理工作成果
火灾自动报警,行为(机器行为、人类行为)
门禁系统,物理工作成果
低压配电,行为(机器行为、人类行为)
门禁系统,物理工作成果
建筑专业,专有名词
